Name,Genotype,Sent to and date,Constructed by,Thawed for and date,Constructed from,Isolation date,Isolation location,Gps latitude,Gps longitude,Description,SysID
QX200,N2xCB4856 RIAIL,-,M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX306,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX109,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX110,N2xCB4856 RIAIL,-,M. Rockman,Alex Soukas (7/15/2013),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX140,N2xCB4856 RIAIL,-,M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX145,N2xCB4856 RIAIL,-,M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX227,N2xCB4856 RIAIL,-,M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX230,N2xCB4856 RIAIL,-,M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX233,N2xCB4856 RIAIL,Alex Soukas (1/21/2014),M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX257,N2xCB4856 RIAIL,"Alex Soukas (1/21/2014), Sam Lasse (7/30/2014)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX260,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX271,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX340,N2xCB4856 RIAIL,"Frank Schroeder (07/01/2014), Daehan Lee (8/5/2014), Sam Lasse (8/13/2014)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX344,N2xCB4856 RIAIL,"Daehan Lee (8/5/2014), Sam Lasse (8/13/2014)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX357,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX375 #1,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX376,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,Erik Andersen (01/08/2015),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX377,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX18,N2xCB4856 RIAIL,-,M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX21,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX144,N2xCB4856 RIAIL,-,M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX355,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX401,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX402,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX403,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX404,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,Annika Zhang (03/12/2015),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX411,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX412,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX413,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX416,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX417,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX418,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX419,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX420,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX421,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX423,N2xCB4856 RIAIL,-,Kruglyak Lab,Erik Andersen (01/08/2015),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX446,N2xCB4856 RIAIL,-,Kruglyak Lab,Erik Andersen (01/08/2015),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX449,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX454,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX455,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX458,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX459,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX432,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX438,N2xCB4856 RIAIL,Frank Schroeder (07/01/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX439,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX447,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX448,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX462,N2xCB4856 RIAIL,-,Kruglyak Lab,Stefan Zdraljevic (01/08/2015),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX465,N2xCB4856 RIAIL,Sam Lasse (7/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX466,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX467,N2xCB4856 RIAIL,"Sam Lasse (7/30/2014), Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX479,N2xCB4856 RIAIL,"Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX407,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX408,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX409,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX414,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX422,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX405,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX406,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX410,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX433,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX437,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX443,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX463,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX468,N2xCB4856 RIAIL,Sam Lasse (7/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX469,N2xCB4856 RIAIL,Sam Lasse (7/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX470,N2xCB4856 RIAIL,Sam Lasse (7/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX428,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX429,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX430,N2xCB4856 RIAIL,-,Kruglyak Lab,M. Zamanian (03/05/15),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX431,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX436,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX440,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX453,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX456,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX460,N2xCB4856 RIAIL,"Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX461,N2xCB4856 RIAIL,-,Kruglyak Lab,Stefan Zdraljevic (01/08/2015),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX424,N2xCB4856 RIAIL,"Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX434,N2xCB4856 RIAIL,"Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX442,N2xCB4856 RIAIL,"Alex Soukas (1/30/2014), Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX444,N2xCB4856 RIAIL,"Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX464,N2xCB4856 RIAIL,"Sam Lasse (7/30/2014), Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX471,N2xCB4856 RIAIL,"Sam Lasse (7/30/2014), Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX450,N2xCB4856 RIAIL,"Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX452,N2xCB4856 RIAIL,"Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX472,N2xCB4856 RIAIL,"Frank Schroeder (07/01/2014), Sam Lasse (7/30/2014), Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX478,N2xCB4856 RIAIL,"Sam Lasse (7/30/2014), Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX426,N2xCB4856 RIAIL,"Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX441,N2xCB4856 RIAIL,"Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX445,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX451,N2xCB4856 RIAIL,"Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX457,N2xCB4856 RIAIL,"Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX475,N2xCB4856 RIAIL,"Sam Lasse (7/30/2014), Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX476,N2xCB4856 RIAIL,"Sam Lasse (7/30/2014), Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX481,N2xCB4856 RIAIL,"Sam Lasse (7/30/2014), Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX522,N2xCB4856 RIAIL,"Alex Soukas (1/30/2014), Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX550,N2xCB4856 RIAIL,"Sam Lasse (7/24/14), Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX427,N2xCB4856 RIAIL,"Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX435,N2xCB4856 RIAIL,-,Kruglyak Lab,Stefan Zdraljevic (01/22/2015),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX473,N2xCB4856 RIAIL,"Sam Lasse (7/30/2014)Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX474,N2xCB4856 RIAIL,"Sam Lasse (7/30/2014), Maulik Patel (9/21/2015), Yamila Cleuren (9/22/2015)",Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX480,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX484,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX489,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX495,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX498,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX525,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX485,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX486,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX491,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX502,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,Erik Andersen (01/08/2015),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX505,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX506,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX513,N2xCB4856 RIAIL,Sam Lasse (7/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX537,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX539,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX542,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX500,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX515,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX517,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX518,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX520,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX533,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX546,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX549,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX551,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX554,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX477,N2xCB4856 RIAIL,Sam Lasse (7/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX497,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX501,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX514,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX516,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX524,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX529,N2xCB4856 RIAIL,Sam Lasse (7/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX530,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX531,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX543,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX482,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX483,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX487,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX488,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX490,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX503,N2xCB4856 RIAIL,Frank Schroeder (07/01/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX504,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX507,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX509,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX511,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX492,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX493,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX494,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX496,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX527,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX528,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX541,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX547,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX548,N2xCB4856 RIAIL,Alex Soukas (3/10/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX553,N2xCB4856 RIAIL,Alex Soukas (3/10/2014) Sam Lasse (7/24/14),Kruglyak Lab,Stefan Zdraljevic (01/08/2015),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX521,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX523,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX532,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX534,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX535,N2xCB4856 RIAIL,Sam Lasse (7/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX536,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX538,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX540,N2xCB4856 RIAIL,Sam Lasse (7/24/14),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX544,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX545,N2xCB4856 RIAIL,-,Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX196,N2xCB4856 RIAIL,-,M. Rockman,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX211,N2xCB4856 RIAIL,-,M. Rockman,Alex Soukas (7/15/2013),Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX341,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX389,N2xCB4856 RIAIL,Daehan Lee (8/5/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX415,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX510,N2xCB4856 RIAIL,Frank Schroeder (07/01/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX512,N2xCB4856 RIAIL,Alex Soukas (1/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX526,N2xCB4856 RIAIL,Sam Lasse (7/30/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
QX598,N2xCB4856 RIAIL,Alex Soukas (2/18/2014),Kruglyak Lab,-,Kruglyak N2 and Kruglyak CB4856,NA,NA,NA,NA,,
